,Label,nb_pixels
5882,Gravel,342364
5883,Sugar,540207
5884,Fish,1662119
5885,Flower,0
5886,Gravel,721942
5887,Sugar,261440
5888,Fish,0
5889,Flower,0
5890,Gravel,975138
5891,Sugar,0
5892,Fish,0
5893,Flower,0
5894,Gravel,1008312
5895,Sugar,1072746
5896,Fish,0
5897,Flower,643354
5898,Gravel,1183819
5899,Sugar,878277
5900,Fish,0
5901,Flower,1699499
5902,Gravel,0
5903,Sugar,0
5904,Fish,175536
5905,Flower,0
5906,Gravel,385696
5907,Sugar,1617827
5908,Fish,1257166
5909,Flower,0
5910,Gravel,0
5911,Sugar,473571
5912,Fish,1021725
5913,Flower,1710041
5914,Gravel,617981
5915,Sugar,428237
5916,Fish,0
5917,Flower,0
5918,Gravel,0
5919,Sugar,1622381
5920,Fish,848767
5921,Flower,1295741
5922,Gravel,0
5923,Sugar,0
5924,Fish,0
5925,Flower,613960
5926,Gravel,909055
5927,Sugar,0
5928,Fish,0
5929,Flower,0
5930,Gravel,539619
5931,Sugar,1455532
5932,Fish,0
5933,Flower,0
5934,Gravel,1122000
5935,Sugar,0
5936,Fish,2539388
5937,Flower,0
5938,Gravel,737527
5939,Sugar,622983
5940,Fish,0
5941,Flower,0
5942,Gravel,0
5943,Sugar,2128277
5944,Fish,628403
5945,Flower,846638
5946,Gravel,553432
5947,Sugar,241481
5948,Fish,0
5949,Flower,1911840
5950,Gravel,0
5951,Sugar,0
5952,Fish,0
5953,Flower,0
5954,Gravel,794205
5955,Sugar,0
5956,Fish,622931
5957,Flower,0
5958,Gravel,0
5959,Sugar,248360
5960,Fish,0
5961,Flower,0
5962,Gravel,1473031
5963,Sugar,826654
5964,Fish,0
5965,Flower,424357
5966,Gravel,0
5967,Sugar,0
5968,Fish,0
5969,Flower,0
5970,Gravel,1492655
5971,Sugar,444581
5972,Fish,0
5973,Flower,0
5974,Gravel,450505
5975,Sugar,2627527
5976,Fish,0
5977,Flower,0
5978,Gravel,0
5979,Sugar,257982
5980,Fish,0
5981,Flower,447938
5982,Gravel,702470
5983,Sugar,366300
5984,Fish,282371
5985,Flower,1161698
5986,Gravel,606219
5987,Sugar,550482
5988,Fish,483936
5989,Flower,0
5990,Gravel,1466409
5991,Sugar,546444
5992,Fish,0
5993,Flower,0
5994,Gravel,771456
5995,Sugar,0
5996,Fish,0
5997,Flower,1091661
5998,Gravel,426564
5999,Sugar,882767
6000,Fish,1213160
6001,Flower,0
6002,Gravel,899380
6003,Sugar,851636
6004,Fish,172570
6005,Flower,1353895
6006,Gravel,803600
6007,Sugar,576451
6008,Fish,0
6009,Flower,0
6010,Gravel,1518950
6011,Sugar,1980859
6012,Fish,0
6013,Flower,1058420
6014,Gravel,1220953
6015,Sugar,215451
6016,Fish,0
6017,Flower,0
6018,Gravel,526284
6019,Sugar,346408
6020,Fish,1296574
6021,Flower,738700
6022,Gravel,0
6023,Sugar,621968
6024,Fish,262108
6025,Flower,0
6026,Gravel,1565976
6027,Sugar,610445
6028,Fish,0
6029,Flower,0
6030,Gravel,0
6031,Sugar,159711
6032,Fish,2411039
6033,Flower,0
6034,Gravel,0
6035,Sugar,2227164
6036,Fish,1350024
6037,Flower,0
6038,Gravel,861619
6039,Sugar,641097
6040,Fish,1229398
6041,Flower,0
6042,Gravel,421666
6043,Sugar,0
6044,Fish,0
6045,Flower,0
6046,Gravel,1273627
6047,Sugar,1136822
6048,Fish,0
6049,Flower,660810
6050,Gravel,0
6051,Sugar,0
6052,Fish,0
6053,Flower,0
6054,Gravel,1506390
6055,Sugar,787460
6056,Fish,709382
6057,Flower,1071974
6058,Gravel,0
6059,Sugar,0
6060,Fish,1233254
6061,Flower,0
6062,Gravel,544920
6063,Sugar,150176
6064,Fish,638164
6065,Flower,0
6066,Gravel,857128
6067,Sugar,781937
6068,Fish,1055604
6069,Flower,330166
6070,Gravel,0
6071,Sugar,0
6072,Fish,0
6073,Flower,373519
6074,Gravel,0
6075,Sugar,867402
6076,Fish,0
6077,Flower,0
6078,Gravel,0
6079,Sugar,715393
6080,Fish,0
6081,Flower,0
6082,Gravel,698634
6083,Sugar,1841640
6084,Fish,0
6085,Flower,0
6086,Gravel,1247826
6087,Sugar,0
6088,Fish,0
6089,Flower,0
6090,Gravel,2003017
6091,Sugar,174590
6092,Fish,411305
6093,Flower,0
6094,Gravel,0
6095,Sugar,1015154
6096,Fish,1670855
6097,Flower,0
6098,Gravel,1585387
6099,Sugar,757482
6100,Fish,0
6101,Flower,1463908
6102,Gravel,0
6103,Sugar,602672
6104,Fish,0
6105,Flower,0
6106,Gravel,1082984
6107,Sugar,358871
6108,Fish,0
6109,Flower,0
6110,Gravel,238866
6111,Sugar,720297
6112,Fish,405531
6113,Flower,1526946
6114,Gravel,567523
6115,Sugar,0
6116,Fish,0
6117,Flower,932151
6118,Gravel,0
6119,Sugar,513065
6120,Fish,0
6121,Flower,545809
6122,Gravel,1538043
6123,Sugar,0
6124,Fish,294490
6125,Flower,481203
6126,Gravel,901461
6127,Sugar,938295
6128,Fish,1058092
6129,Flower,0
6130,Gravel,0
6131,Sugar,2335190
6132,Fish,0
6133,Flower,0
6134,Gravel,255467
6135,Sugar,294874
6136,Fish,810572
6137,Flower,206039
6138,Gravel,0
6139,Sugar,0
6140,Fish,726274
6141,Flower,760876
6142,Gravel,0
6143,Sugar,367479
6144,Fish,0
6145,Flower,0
6146,Gravel,1025073
6147,Sugar,719426
6148,Fish,0
6149,Flower,0
6150,Gravel,0
6151,Sugar,982592
6152,Fish,219343
6153,Flower,1571893
6154,Gravel,0
6155,Sugar,657441
6156,Fish,397125
6157,Flower,1362228
6158,Gravel,493478
6159,Sugar,222238
6160,Fish,0
6161,Flower,771363
6162,Gravel,1137032
6163,Sugar,741729
6164,Fish,1677235
6165,Flower,234648
6166,Gravel,0
6167,Sugar,414859
6168,Fish,274817
6169,Flower,1260872
6170,Gravel,0
6171,Sugar,0
6172,Fish,0
6173,Flower,0
6174,Gravel,0
6175,Sugar,612444
6176,Fish,0
6177,Flower,0
6178,Gravel,0
6179,Sugar,366604
6180,Fish,180296
6181,Flower,1147323
6182,Gravel,0
6183,Sugar,265466
6184,Fish,0
6185,Flower,0
6186,Gravel,0
6187,Sugar,1599981
6188,Fish,0
6189,Flower,0
6190,Gravel,0
6191,Sugar,995621
6192,Fish,0
6193,Flower,0
6194,Gravel,1558923
6195,Sugar,508160
6196,Fish,0
6197,Flower,0
6198,Gravel,680549
6199,Sugar,1168254
6200,Fish,568933
6201,Flower,0
6202,Gravel,1590322
6203,Sugar,0
6204,Fish,1738490
6205,Flower,0
6206,Gravel,0
6207,Sugar,0
6208,Fish,0
6209,Flower,0
6210,Gravel,640499
6211,Sugar,0
6212,Fish,1150366
6213,Flower,503962
6214,Gravel,102300
6215,Sugar,506677
6216,Fish,1840817
6217,Flower,0
6218,Gravel,1141290
6219,Sugar,390253
6220,Fish,0
6221,Flower,0
6222,Gravel,0
6223,Sugar,811393
6224,Fish,1362796
6225,Flower,0
6226,Gravel,0
6227,Sugar,0
6228,Fish,347027
6229,Flower,0
6230,Gravel,366353
6231,Sugar,496482
6232,Fish,486010
6233,Flower,0
6234,Gravel,0
6235,Sugar,303425
6236,Fish,1815827
6237,Flower,0
6238,Gravel,0
6239,Sugar,406053
6240,Fish,0
6241,Flower,1425434
6242,Gravel,819198
6243,Sugar,181299
6244,Fish,1357848
6245,Flower,0
6246,Gravel,0
6247,Sugar,0
6248,Fish,0
6249,Flower,0
6250,Gravel,0
6251,Sugar,294984
6252,Fish,0
6253,Flower,1628972
6254,Gravel,1251430
6255,Sugar,645465
6256,Fish,0
6257,Flower,0
6258,Gravel,1049647
6259,Sugar,349335
6260,Fish,0
6261,Flower,986986
6262,Gravel,1107487
6263,Sugar,0
6264,Fish,0
6265,Flower,333717
6266,Gravel,0
6267,Sugar,1500362
6268,Fish,0
6269,Flower,0
6270,Gravel,0
6271,Sugar,1225913
6272,Fish,0
6273,Flower,0
6274,Gravel,1726393
6275,Sugar,0
6276,Fish,734439
6277,Flower,0
6278,Gravel,0
6279,Sugar,0
6280,Fish,1163016
6281,Flower,0
6282,Gravel,0
6283,Sugar,535955
6284,Fish,593361
6285,Flower,0
6286,Gravel,0
6287,Sugar,992994
6288,Fish,0
6289,Flower,0
6290,Gravel,212695
6291,Sugar,444955
6292,Fish,299990
6293,Flower,364605
6294,Gravel,0
6295,Sugar,178352
6296,Fish,891375
6297,Flower,0
6298,Gravel,0
6299,Sugar,0
6300,Fish,0
6301,Flower,0
6302,Gravel,901606
6303,Sugar,0
6304,Fish,0
6305,Flower,0
6306,Gravel,819174
6307,Sugar,1697557
6308,Fish,0
6309,Flower,662998
6310,Gravel,0
6311,Sugar,1208905
6312,Fish,0
6313,Flower,0
6314,Gravel,297467
6315,Sugar,181116
6316,Fish,0
6317,Flower,958438
6318,Gravel,0
6319,Sugar,0
6320,Fish,0
6321,Flower,1035379
6322,Gravel,0
6323,Sugar,1154104
6324,Fish,420264
6325,Flower,0
6326,Gravel,352583
6327,Sugar,1283501
6328,Fish,0
6329,Flower,0
6330,Gravel,0
6331,Sugar,283637
6332,Fish,0
6333,Flower,0
6334,Gravel,0
6335,Sugar,1322415
6336,Fish,432244
6337,Flower,1238368
6338,Gravel,773267
6339,Sugar,894892
6340,Fish,0
6341,Flower,0
6342,Gravel,1971491
6343,Sugar,0
6344,Fish,330857
6345,Flower,2083832
6346,Gravel,0
6347,Sugar,0
6348,Fish,0
6349,Flower,1659892
6350,Gravel,469384
6351,Sugar,0
6352,Fish,0
6353,Flower,0
6354,Gravel,2358759
6355,Sugar,401428
6356,Fish,403313
6357,Flower,306464
6358,Gravel,550536
6359,Sugar,667679
6360,Fish,810033
6361,Flower,0
6362,Gravel,0
6363,Sugar,0
6364,Fish,0
6365,Flower,0
6366,Gravel,528570
6367,Sugar,1123628
6368,Fish,1102344
6369,Flower,814414
6370,Gravel,0
6371,Sugar,1014097
6372,Fish,0
6373,Flower,0
6374,Gravel,915221
6375,Sugar,0
6376,Fish,0
6377,Flower,0
6378,Gravel,1620474
6379,Sugar,519731
6380,Fish,330527
6381,Flower,1743756
6382,Gravel,0
6383,Sugar,459391
6384,Fish,388239
6385,Flower,906566
6386,Gravel,0
6387,Sugar,989257
6388,Fish,1340683
6389,Flower,305419
6390,Gravel,0
6391,Sugar,99629
6392,Fish,738281
6393,Flower,561411
6394,Gravel,0
6395,Sugar,0
6396,Fish,0
6397,Flower,0
6398,Gravel,419481
6399,Sugar,503418
6400,Fish,0
6401,Flower,1933447
6402,Gravel,0
6403,Sugar,296100
6404,Fish,0
6405,Flower,357657
6406,Gravel,394661
6407,Sugar,357610
6408,Fish,0
6409,Flower,0
6410,Gravel,0
6411,Sugar,1346499
6412,Fish,0
6413,Flower,870732
6414,Gravel,1099975
6415,Sugar,0
6416,Fish,1201623
6417,Flower,206910
6418,Gravel,346841
6419,Sugar,0
6420,Fish,0
6421,Flower,860168
6422,Gravel,0
6423,Sugar,406981
6424,Fish,1104141
6425,Flower,0
6426,Gravel,0
6427,Sugar,1615480
6428,Fish,203144
6429,Flower,321880
6430,Gravel,0
6431,Sugar,374586
6432,Fish,401765
6433,Flower,0
6434,Gravel,2075244
6435,Sugar,0
6436,Fish,0
6437,Flower,0
6438,Gravel,2041785
6439,Sugar,58401
6440,Fish,938889
6441,Flower,0
6442,Gravel,720831
6443,Sugar,616893
6444,Fish,2097514
6445,Flower,0
6446,Gravel,257809
6447,Sugar,1078762
6448,Fish,1065160
6449,Flower,0
6450,Gravel,0
6451,Sugar,605038
6452,Fish,518244
6453,Flower,0
6454,Gravel,1101641
6455,Sugar,0
6456,Fish,0
6457,Flower,1772937
6458,Gravel,210168
6459,Sugar,152819
6460,Fish,1962531
6461,Flower,0
6462,Gravel,127720
6463,Sugar,275586
6464,Fish,0
6465,Flower,896060
6466,Gravel,377870
6467,Sugar,207349
6468,Fish,0
6469,Flower,620042
6470,Gravel,0
6471,Sugar,270230
6472,Fish,0
6473,Flower,0
6474,Gravel,1381415
6475,Sugar,0
6476,Fish,0
6477,Flower,0
6478,Gravel,0
6479,Sugar,561202
6480,Fish,1478477
6481,Flower,430801
6482,Gravel,196840
6483,Sugar,182271
6484,Fish,0
6485,Flower,0
6486,Gravel,0
6487,Sugar,401752
6488,Fish,0
6489,Flower,0
6490,Gravel,0
6491,Sugar,346864
6492,Fish,659100
6493,Flower,0
6494,Gravel,293204
6495,Sugar,0
6496,Fish,454834
6497,Flower,1970025
6498,Gravel,0
6499,Sugar,0
6500,Fish,1504908
6501,Flower,1835290
6502,Gravel,0
6503,Sugar,914804
6504,Fish,369507
6505,Flower,0
6506,Gravel,0
6507,Sugar,1073801
6508,Fish,728203
6509,Flower,0
6510,Gravel,1475631
6511,Sugar,406602
6512,Fish,0
6513,Flower,0
6514,Gravel,1110835
6515,Sugar,778296
6516,Fish,0
6517,Flower,0
6518,Gravel,1278370
6519,Sugar,176129
6520,Fish,0
6521,Flower,353609
6522,Gravel,407357
6523,Sugar,1133615
6524,Fish,0
6525,Flower,1941111
6526,Gravel,0
6527,Sugar,0
6528,Fish,259168
6529,Flower,430889
6530,Gravel,0
6531,Sugar,1090053
6532,Fish,1395634
6533,Flower,0
6534,Gravel,434213
6535,Sugar,1087255
6536,Fish,0
6537,Flower,505520
6538,Gravel,1092785
6539,Sugar,170721
6540,Fish,0
6541,Flower,537004
6542,Gravel,1226078
6543,Sugar,0
6544,Fish,0
6545,Flower,0
6546,Gravel,2375028
6547,Sugar,147153
6548,Fish,0
6549,Flower,1972412
6550,Gravel,708683
6551,Sugar,0
6552,Fish,1981092
6553,Flower,0
6554,Gravel,0
6555,Sugar,134302
6556,Fish,0
6557,Flower,0
6558,Gravel,557288
6559,Sugar,234703
6560,Fish,1884462
6561,Flower,0
6562,Gravel,534507
6563,Sugar,377544
6564,Fish,0
6565,Flower,0
6566,Gravel,0
6567,Sugar,94380
6568,Fish,1388710
6569,Flower,0
6570,Gravel,209837
6571,Sugar,0
6572,Fish,625520
6573,Flower,0
6574,Gravel,0
6575,Sugar,0
6576,Fish,0
6577,Flower,0
6578,Gravel,878771
6579,Sugar,1284243
6580,Fish,0
6581,Flower,0
6582,Gravel,1041300
6583,Sugar,448239
6584,Fish,151084
6585,Flower,0
6586,Gravel,783259
6587,Sugar,1054725
6588,Fish,0
6589,Flower,0
6590,Gravel,0
6591,Sugar,603949
6592,Fish,995960
6593,Flower,0
6594,Gravel,1061030
6595,Sugar,0
6596,Fish,0
6597,Flower,0
6598,Gravel,355795
6599,Sugar,0
6600,Fish,198792
6601,Flower,827797
6602,Gravel,0
6603,Sugar,0
6604,Fish,386768
6605,Flower,135631
6606,Gravel,294224
6607,Sugar,0
6608,Fish,0
6609,Flower,549725
6610,Gravel,0
6611,Sugar,1206309
6612,Fish,0
6613,Flower,0
6614,Gravel,0
6615,Sugar,959486
6616,Fish,1677250
6617,Flower,0
6618,Gravel,412776
6619,Sugar,0
6620,Fish,0
6621,Flower,0
6622,Gravel,0
6623,Sugar,678593
6624,Fish,0
6625,Flower,0
6626,Gravel,1673828
6627,Sugar,0
6628,Fish,0
6629,Flower,0
6630,Gravel,970502
6631,Sugar,882390
6632,Fish,0
6633,Flower,0
6634,Gravel,757030
6635,Sugar,0
6636,Fish,1537757
6637,Flower,817420
6638,Gravel,0
6639,Sugar,339090
6640,Fish,0
6641,Flower,1161959
6642,Gravel,0
6643,Sugar,0
6644,Fish,624541
6645,Flower,0
6646,Gravel,377434
6647,Sugar,0
6648,Fish,2140990
6649,Flower,0
6650,Gravel,0
6651,Sugar,981214
6652,Fish,0
6653,Flower,0
6654,Gravel,0
6655,Sugar,317763
6656,Fish,0
6657,Flower,0
6658,Gravel,0
6659,Sugar,874928
6660,Fish,385080
6661,Flower,617458
6662,Gravel,1344933
6663,Sugar,269405
6664,Fish,406442
6665,Flower,0
6666,Gravel,852731
6667,Sugar,830504
6668,Fish,0
6669,Flower,0
6670,Gravel,1178801
6671,Sugar,0
6672,Fish,909244
6673,Flower,0
6674,Gravel,0
6675,Sugar,555507
6676,Fish,0
6677,Flower,1395680
6678,Gravel,1083125
6679,Sugar,1023115
6680,Fish,298144
6681,Flower,963321
6682,Gravel,335686
6683,Sugar,0
6684,Fish,0
6685,Flower,0
6686,Gravel,0
6687,Sugar,1168867
6688,Fish,0
6689,Flower,0
6690,Gravel,562116
6691,Sugar,319225
6692,Fish,245376
6693,Flower,562941
6694,Gravel,0
6695,Sugar,0
6696,Fish,999000
6697,Flower,0
6698,Gravel,0
6699,Sugar,230323
6700,Fish,1112825
6701,Flower,415316
6702,Gravel,994356
6703,Sugar,2594604
6704,Fish,0
6705,Flower,1080487
6706,Gravel,511952
6707,Sugar,769732
6708,Fish,0
6709,Flower,0
6710,Gravel,0
6711,Sugar,559632
6712,Fish,397936
6713,Flower,244407
6714,Gravel,0
6715,Sugar,246689
6716,Fish,709769
6717,Flower,697570
6718,Gravel,894414
6719,Sugar,0
6720,Fish,224495
6721,Flower,0
6722,Gravel,0
6723,Sugar,926251
6724,Fish,1761905
6725,Flower,0
6726,Gravel,0
6727,Sugar,0
6728,Fish,0
6729,Flower,1135805
6730,Gravel,312291
6731,Sugar,381030
6732,Fish,1187966
6733,Flower,0
6734,Gravel,0
6735,Sugar,229073
6736,Fish,0
6737,Flower,1713776
6738,Gravel,0
6739,Sugar,423086
6740,Fish,0
6741,Flower,321599
6742,Gravel,356463
6743,Sugar,1370818
6744,Fish,0
6745,Flower,2349874
6746,Gravel,0
6747,Sugar,0
6748,Fish,391523
6749,Flower,845362
6750,Gravel,0
6751,Sugar,873042
6752,Fish,1028023
6753,Flower,0
6754,Gravel,0
6755,Sugar,0
6756,Fish,1672414
6757,Flower,0
6758,Gravel,0
6759,Sugar,0
6760,Fish,0
6761,Flower,1375641
6762,Gravel,169446
6763,Sugar,0
6764,Fish,730389
6765,Flower,1070691
6766,Gravel,0
6767,Sugar,477764
6768,Fish,1658457
6769,Flower,0
6770,Gravel,348234
6771,Sugar,322080
6772,Fish,0
6773,Flower,1018468
6774,Gravel,0
6775,Sugar,0
6776,Fish,0
6777,Flower,0
6778,Gravel,646065
6779,Sugar,1022007
6780,Fish,0
6781,Flower,949955
6782,Gravel,1015502
6783,Sugar,0
6784,Fish,0
6785,Flower,892557
6786,Gravel,641015
6787,Sugar,612006
6788,Fish,0
6789,Flower,333235
6790,Gravel,0
6791,Sugar,1247554
6792,Fish,521220
6793,Flower,0
6794,Gravel,385014
6795,Sugar,0
6796,Fish,499699
6797,Flower,740079
6798,Gravel,0
6799,Sugar,0
6800,Fish,185819
6801,Flower,293934
6802,Gravel,0
6803,Sugar,1632722
6804,Fish,0
6805,Flower,0
6806,Gravel,0
6807,Sugar,2543337
6808,Fish,0
6809,Flower,0
6810,Gravel,2128929
6811,Sugar,0
6812,Fish,813225
6813,Flower,1172021
6814,Gravel,0
6815,Sugar,0
6816,Fish,983394
6817,Flower,0
6818,Gravel,0
6819,Sugar,0
6820,Fish,1572144
6821,Flower,527670
6822,Gravel,632138
6823,Sugar,227070
6824,Fish,1205091
6825,Flower,0
6826,Gravel,0
6827,Sugar,904981
6828,Fish,0
6829,Flower,0
6830,Gravel,183323
6831,Sugar,681310
6832,Fish,0
6833,Flower,0
6834,Gravel,1945985
6835,Sugar,0
6836,Fish,0
6837,Flower,0
6838,Gravel,291648
6839,Sugar,315296
6840,Fish,927146
6841,Flower,0
6842,Gravel,0
6843,Sugar,274994
6844,Fish,1127774
6845,Flower,0
6846,Gravel,0
6847,Sugar,0
6848,Fish,0
6849,Flower,795150
6850,Gravel,0
6851,Sugar,675633
6852,Fish,1097641
6853,Flower,0
6854,Gravel,529150
6855,Sugar,0
6856,Fish,1347102
6857,Flower,0
6858,Gravel,0
6859,Sugar,0
6860,Fish,0
6861,Flower,2428091
6862,Gravel,0
6863,Sugar,0
6864,Fish,1166751
6865,Flower,0
6866,Gravel,1215306
6867,Sugar,0
6868,Fish,0
6869,Flower,2383441
6870,Gravel,285696
6871,Sugar,541313
6872,Fish,817332
6873,Flower,671997
6874,Gravel,148980
6875,Sugar,721476
6876,Fish,0
6877,Flower,0
6878,Gravel,1536106
6879,Sugar,0
6880,Fish,1072764
6881,Flower,2465389
6882,Gravel,0
6883,Sugar,0
6884,Fish,974169
6885,Flower,0
6886,Gravel,0
6887,Sugar,753605
6888,Fish,0
6889,Flower,0
6890,Gravel,1154869
6891,Sugar,1247919
6892,Fish,0
6893,Flower,0
6894,Gravel,544181
6895,Sugar,1080243
6896,Fish,0
6897,Flower,0
6898,Gravel,647069
6899,Sugar,929884
6900,Fish,846361
6901,Flower,683065
6902,Gravel,1086747
6903,Sugar,118524
6904,Fish,708133
6905,Flower,593712
6906,Gravel,376034
6907,Sugar,1115704
6908,Fish,693721
6909,Flower,0
6910,Gravel,1798222
6911,Sugar,966233
6912,Fish,0
6913,Flower,2671543
6914,Gravel,422235
6915,Sugar,0
6916,Fish,0
6917,Flower,0
6918,Gravel,255800
6919,Sugar,281796
6920,Fish,2016169
6921,Flower,0
6922,Gravel,1403000
6923,Sugar,187248
6924,Fish,0
6925,Flower,0
6926,Gravel,1862381
6927,Sugar,739901
6928,Fish,699086
6929,Flower,2551289
6930,Gravel,0
6931,Sugar,0
6932,Fish,562739
6933,Flower,0
6934,Gravel,605052
6935,Sugar,0
6936,Fish,422909
6937,Flower,0
6938,Gravel,0
6939,Sugar,953652
6940,Fish,1746412
6941,Flower,0
6942,Gravel,548165
6943,Sugar,350027
6944,Fish,0
6945,Flower,1040901
6946,Gravel,0
6947,Sugar,0
6948,Fish,497979
6949,Flower,406405
6950,Gravel,0
6951,Sugar,592018
6952,Fish,0
6953,Flower,0
6954,Gravel,993823
6955,Sugar,0
6956,Fish,0
6957,Flower,457452
6958,Gravel,387198
6959,Sugar,693111
6960,Fish,0
6961,Flower,0
6962,Gravel,128499
6963,Sugar,629155
6964,Fish,0
6965,Flower,575257
6966,Gravel,0
6967,Sugar,642046
6968,Fish,918583
6969,Flower,0
6970,Gravel,639411
6971,Sugar,318535
6972,Fish,563300
6973,Flower,0
6974,Gravel,483300
6975,Sugar,1134717
6976,Fish,0
6977,Flower,467286
6978,Gravel,625098
6979,Sugar,0
6980,Fish,0
6981,Flower,0
6982,Gravel,0
6983,Sugar,983479
6984,Fish,0
6985,Flower,1380668
6986,Gravel,0
6987,Sugar,0
6988,Fish,0
6989,Flower,0
6990,Gravel,1092780
6991,Sugar,695552
6992,Fish,937296
6993,Flower,0
6994,Gravel,0
6995,Sugar,179488
6996,Fish,2170121
6997,Flower,0
6998,Gravel,0
6999,Sugar,0
7000,Fish,0
7001,Flower,0
7002,Gravel,1150042
7003,Sugar,742736
7004,Fish,0
7005,Flower,1268510
7006,Gravel,367678
7007,Sugar,0
7008,Fish,0
7009,Flower,0
7010,Gravel,0
7011,Sugar,1597847
7012,Fish,921580
7013,Flower,2265497
7014,Gravel,0
7015,Sugar,0
7016,Fish,0
7017,Flower,0
7018,Gravel,0
7019,Sugar,206360
7020,Fish,960871
7021,Flower,360087
7022,Gravel,626450
7023,Sugar,885476
7024,Fish,0
7025,Flower,0
7026,Gravel,980923
7027,Sugar,0
7028,Fish,0
7029,Flower,812108
7030,Gravel,856299
7031,Sugar,674143
7032,Fish,0
7033,Flower,2077492
7034,Gravel,0
7035,Sugar,752139
7036,Fish,0
7037,Flower,0
7038,Gravel,756820
7039,Sugar,892828
7040,Fish,0
7041,Flower,907056
7042,Gravel,393748
7043,Sugar,0
7044,Fish,0
7045,Flower,0
7046,Gravel,0
7047,Sugar,1020563
7048,Fish,209964
7049,Flower,0
7050,Gravel,0
7051,Sugar,0
7052,Fish,283192
7053,Flower,2402512
7054,Gravel,0
7055,Sugar,0
7056,Fish,0
7057,Flower,832455
7058,Gravel,187823
7059,Sugar,723678
7060,Fish,0
7061,Flower,0
7062,Gravel,952625
7063,Sugar,437555
7064,Fish,0
7065,Flower,2505012
7066,Gravel,0
7067,Sugar,0
7068,Fish,0
7069,Flower,1069375
7070,Gravel,485455
7071,Sugar,0
7072,Fish,0
7073,Flower,1671515
7074,Gravel,0
7075,Sugar,543843
7076,Fish,0
7077,Flower,1543361
7078,Gravel,614082
7079,Sugar,0
7080,Fish,0
7081,Flower,628360
7082,Gravel,1360244
7083,Sugar,344867
7084,Fish,0
7085,Flower,0
7086,Gravel,992231
7087,Sugar,567262
7088,Fish,1173997
7089,Flower,0
7090,Gravel,606977
7091,Sugar,256578
7092,Fish,1106418
7093,Flower,0
7094,Gravel,0
7095,Sugar,250920
7096,Fish,0
7097,Flower,583187
7098,Gravel,1167758
7099,Sugar,241076
7100,Fish,973618
7101,Flower,934546
7102,Gravel,0
7103,Sugar,0
7104,Fish,0
7105,Flower,1661987
7106,Gravel,0
7107,Sugar,0
7108,Fish,0
7109,Flower,595896
7110,Gravel,0
7111,Sugar,623988
7112,Fish,0
7113,Flower,0
7114,Gravel,1061763
7115,Sugar,1477008
7116,Fish,570872
7117,Flower,393825
7118,Gravel,282078
7119,Sugar,677176
7120,Fish,0
7121,Flower,0
7122,Gravel,660749
7123,Sugar,1134672
7124,Fish,367187
7125,Flower,962142
7126,Gravel,500705
7127,Sugar,1091287
7128,Fish,2004337
7129,Flower,0
7130,Gravel,0
7131,Sugar,0
7132,Fish,437026
7133,Flower,0
7134,Gravel,0
7135,Sugar,387858
7136,Fish,815808
7137,Flower,0
7138,Gravel,0
7139,Sugar,861210
7140,Fish,0
7141,Flower,896038
7142,Gravel,0
7143,Sugar,822442
7144,Fish,601766
7145,Flower,55370
7146,Gravel,877848
7147,Sugar,720691
7148,Fish,640679
7149,Flower,0
7150,Gravel,1010761
7151,Sugar,681860
7152,Fish,0
7153,Flower,875558
7154,Gravel,1023565
7155,Sugar,568218
7156,Fish,705093
7157,Flower,0
7158,Gravel,0
7159,Sugar,1125085
7160,Fish,1395381
7161,Flower,0
7162,Gravel,1050206
7163,Sugar,0
7164,Fish,1065876
7165,Flower,0
7166,Gravel,166218
7167,Sugar,0
7168,Fish,991329
7169,Flower,890275
7170,Gravel,0
7171,Sugar,487584
7172,Fish,0
7173,Flower,0
7174,Gravel,0
7175,Sugar,1317843
7176,Fish,0
7177,Flower,667257
7178,Gravel,0
7179,Sugar,443420
7180,Fish,0
7181,Flower,0
7182,Gravel,0
7183,Sugar,684921
7184,Fish,0
7185,Flower,1173939
7186,Gravel,449386
7187,Sugar,727839
7188,Fish,210498
7189,Flower,979210
7190,Gravel,0
7191,Sugar,0
7192,Fish,0
7193,Flower,0
7194,Gravel,602043
7195,Sugar,1239278
7196,Fish,0
7197,Flower,1595322
7198,Gravel,0
7199,Sugar,290946
7200,Fish,0
7201,Flower,1173227
7202,Gravel,0
7203,Sugar,514799
7204,Fish,0
7205,Flower,1645293
7206,Gravel,0
7207,Sugar,526761
7208,Fish,0
7209,Flower,0
7210,Gravel,1353318
7211,Sugar,0
7212,Fish,399594
7213,Flower,0
7214,Gravel,0
7215,Sugar,0
7216,Fish,809753
7217,Flower,0
7218,Gravel,1011738
7219,Sugar,1107739
7220,Fish,0
7221,Flower,869722
7222,Gravel,618054
7223,Sugar,268736
7224,Fish,0
7225,Flower,0
7226,Gravel,1811959
7227,Sugar,0
7228,Fish,633262
7229,Flower,0
7230,Gravel,0
7231,Sugar,474079
7232,Fish,550448
7233,Flower,742097
7234,Gravel,221559
7235,Sugar,399391
7236,Fish,148248
7237,Flower,859097
7238,Gravel,747103
7239,Sugar,0
7240,Fish,280912
7241,Flower,0
7242,Gravel,648406
7243,Sugar,385217
7244,Fish,1165021
7245,Flower,0
7246,Gravel,0
7247,Sugar,0
7248,Fish,0
7249,Flower,1023459
7250,Gravel,0
7251,Sugar,0
7252,Fish,0
